137,D,137
137,SW,137
137,U,137
137,E,137
137,NE,137
137,W,137
137,NW,137
137,N,137
138,Q,0
138,SE,138
138,S,138
138,D,138
138,SW,138
138,E,138
138,U,138
138,NE,138
138,W,138
138,NW,138
138,N,138
139,Q,0
139,SE,139
139,S,139
139,SW,139
139,D,139
139,E,139
139,U,139
139,W,139
139,NE,139
139,NW,139
139,N,139
140,Q,0
140,N,140
